program_id,institution_id,name,field_tags,degree_level,mode,tuition_aud_per_year,intakes,is_migration_aligned
52,2,Design (Master),Cybersecurity;Architecture,Master,oncampus,40913,2;7,False
53,2,Accounting (PhD),Business;Sustainable Design;Cybersecurity,PhD,hybrid,31409,10,False
54,2,Film (Master),International Law;Film,Master,online,35343,3;10,False
55,2,Banking (Master),Renewable Energy;Banking;Banking,Master,oncampus,38647,2;7,True
56,2,Nursing (Bachelor),Public Health;Nursing;International Law,Bachelor,oncampus,38307,3;7,False
57,2,Finance (Diploma),International Law;Architecture;Finance,Diploma,oncampus,27163,3;10,False
58,3,Law (PhD),Psychology;Law;Computer Science,PhD,oncampus,52677,3;10,True
59,3,International Law (Master),Accounting;International Law;International Law,Master,oncampus,48238,2,False
60,3,Psychology (Bachelor),Data Science;Ecology,Bachelor,hybrid,31691,2,True
61,3,Psychology (Bachelor),Artificial Intelligence;Psychology,Bachelor,hybrid,35183,3,True
62,3,Information Technology (Bachelor),Finance;Public Health;Sustainable Design,Bachelor,oncampus,38556,3;10,True
63,3,Artificial Intelligence (Bachelor),International Law;Artificial Intelligence,Bachelor,online,26830,2;10,True
64,3,Accounting (Bachelor),Computer Science;Accounting,Bachelor,oncampus,31949,2;7,False
65,3,Finance (Bachelor),Finance;Marketing;Banking,Bachelor,oncampus,38921,2;3,False
66,3,Law (Master),Law;Environmental Science,Master,online,31343,2;3,False
67,3,Environmental Science (Master),Environmental Science;Data Science;Film,Master,online,36130,2;7,True
68,3,Design (Bachelor),Cybersecurity;Architecture,Bachelor,online,28744,10,False
69,3,Environmental Science (Bachelor),Ecology;Renewable Energy;Marketing,Bachelor,oncampus,28479,7,False
70,3,Public Health (Master),Artificial Intelligence;Sustainable Design;Banking,Master,oncampus,30849,3;10,False
71,3,Marketing (Bachelor),Banking;Public Health,Bachelor,online,37008,7;10,False
72,3,Computer Science (Bachelor),Accounting;Finance,Bachelor,oncampus,31878,3;7,False
73,3,Engineering (Master),Engineering;Engineering,Master,oncampus,30427,3,False
74,3,Nursing (Master),Engineering;Education;International Law,Master,oncampus,33536,10,True
75,3,Banking (Bachelor),Accounting;Ecology,Bachelor,oncampus,31726,3,False
76,3,Finance (Bachelor),Banking;Finance;Ecology,Bachelor,oncampus,32748,2;7,False
77,3,Nursing (Diploma),Nursing;Banking,Diploma,oncampus,26808,3;7,False
78,3,Engineering (Diploma),Nursing;Computer Science,Diploma,oncampus,18412,3,True
79,3,Information Technology (Bachelor),Artificial Intelligence;Engineering,Bachelor,oncampus,28504,2,False
80,3,Business (Diploma),Law;Business;Artificial Intelligence,Diploma,online,19571,3,False
81,3,Renewable Energy (Bachelor),Law;Sustainable Design,Bachelor,oncampus,29766,2,True
82,3,Film (PhD),Cybersecurity;Design,PhD,online,47749,3,True
83,3,Accounting (Bachelor),Computer Science;Artificial Intelligence;Marketing,Bachelor,oncampus,40780,3,False
84,3,Nursing (Master),Environmental Science;Artificial Intelligence;Nursing,Master,oncampus,49330,3,True
85,3,Design (Diploma),Design;Artificial Intelligence;Banking,Diploma,oncampus,22491,7,False
86,3,Sustainable Design (Diploma),Nursing;Psychology,Diploma,oncampus,19062,2;10,False
87,3,Film (Diploma),Ecology;Film,Diploma,oncampus,27348,2,True
88,3,Data Science (Master),Marketing;Information Technology;Law,Master,hybrid,51625,3,True
89,3,Law (Bachelor),Education;Engineering;Artificial Intelligence,Bachelor,online,31293,3,False
90,3,Public Health (Bachelor),Data Science;Nursing,Bachelor,oncampus,35409,2;3,False
91,3,Banking (Bachelor),Computer Science;Psychology,Bachelor,oncampus,36048,7,False
92,3,Film (Master),Design;Information Technology,Master,oncampus,31141,7,False
93,3,Sustainable Design (Master),Engineering;Cybersecurity,Master,oncampus,48570,2,False
94,3,International Law (Bachelor),International Law;Cybersecurity;Sustainable Design,Bachelor,oncampus,30748,7;10,False
95,3,Environmental Science (Bachelor),Engineering;Sustainable Design,Bachelor,oncampus,39116,3,False
96,4,Artificial Intelligence (Bachelor),Public Health;Artificial Intelligence,Bachelor,oncampus,26823,7;10,False
97,4,Law (PhD),Sustainable Design;Engineering;Business,PhD,oncampus,50559,10,False
98,4,Sustainable Design (PhD),Accounting;Sustainable Design;Finance,PhD,oncampus,41704,10,False
99,4,Environmental Science (PhD),Psychology;Design,PhD,hybrid,49968,3;7,False
100,4,Law (Bachelor),Renewable Energy;Law;Sustainable Design,Bachelor,oncampus,34662,2;3,True
101,4,Engineering (Master),Film;Public Health,Master,oncampus,51959,7;10,True
102,4,International Law (Bachelor),Environmental Science;Design;International Law,Bachelor,online,38377,3;7,True
103,4,Data Science (PhD),Artificial Intelligence;Data Science,PhD,online,50159,2;3,True
104,4,Marketing (Master),Marketing;Computer Science,Master,oncampus,50516,2;10,True
105,4,Accounting (Bachelor),Law;Accounting;Data Science,Bachelor,online,33714,10,False
106,4,Film (Master),Engineering;Business;Law,Master,oncampus,28009,2;3,False
107,4,Nursing (Master),Artificial Intelligence;Sustainable Design;Marketing,Master,online,29015,10,True
108,4,Environmental Science (Bachelor),Psychology;Environmental Science,Bachelor,oncampus,30158,7,False
109,4,Law (Bachelor),Computer Science;Environmental Science,Bachelor,oncampus,36344,2,True
110,4,Film (Master),Accounting;Film,Master,online,37860,7,False
111,4,Data Science (Master),Data Science;Business,Master,online,32809,7,False
112,4,Sustainable Design (Diploma),Sustainable Design;Education,Diploma,oncampus,23997,2;10,True
113,4,Finance (Diploma),Education;Finance,Diploma,oncampus,22976,3;10,True
114,4,Ecology (Master),Cybersecurity;Ecology,Master,hybrid,38357,7;10,False
115,4,Education (Diploma),Education;Psychology,Diploma,oncampus,19077,7,False
116,4,Law (Bachelor),Design;Cybersecurity,Bachelor,oncampus,29374,7,False
117,4,Film (Bachelor),Design;Sustainable Design;Artificial Intelligence,Bachelor,oncampus,36342,2;10,False
118,4,Nursing (PhD),Cybersecurity;International Law;Accounting,PhD,oncampus,40209,10,False
119,4,Law (Master),Law;Business;Architecture,Master,hybrid,32637,7,False
120,4,Information Technology (Master),Sustainable Design;Information Technology,Master,hybrid,44521,7;10,False
121,4,Design (Bachelor),Design;Psychology,Bachelor,oncampus,37223,3;7,False
122,4,Design (Bachelor),Computer Science;Design,Bachelor,online,38330,3,True
123,4,Artificial Intelligence (Master),International Law;Artificial Intelligence;Law,Master,online,34238,2;3,False
124,4,Business (PhD),Business;Banking,PhD,hybrid,33266,3,False
125,4,Computer Science (Bachelor),Computer Science;Public Health,Bachelor,oncampus,37314,3;7,True
126,4,Architecture (Bachelor),Engineering;Ecology,Bachelor,oncampus,32677,2,False
127,4,Sustainable Design (Bachelor),Information Technology;Film;Sustainable Design,Bachelor,oncampus,37309,3;10,False
128,4,Architecture (Master),Architecture;Sustainable Design,Master,oncampus,38488,2;3,True
129,4,Business (Bachelor),Law;Design,Bachelor,hybrid,38394,7,True
130,4,Sustainable Design (Bachelor),Sustainable Design;Cybersecurity;Environmental Science,Bachelor,oncampus,31811,3;10,True
131,4,Public Health (Master),Public Health;Psychology,Master,oncampus,39479,3;7,True
132,5,Business (Master),Business;Artificial Intelligence;Engineering,Master,hybrid,46030,2,False
133,5,Law (PhD),Law;International Law,PhD,oncampus,53333,10,True
134,5,Ecology (Diploma),Ecology;Film;Education,Diploma,oncampus,26152,10,False
135,5,Accounting (Master),International Law;Cybersecurity,Master,oncampus,44509,10,False
136,5,International Law (PhD),International Law;Data Science,PhD,hybrid,38258,7,False
137,5,Computer Science (Bachelor),Nursing;Computer Science;Public Health,Bachelor,hybrid,30206,2;10,False
138,5,Business (Master),Computer Science;Ecology;Artificial Intelligence,Master,oncampus,30472,3;10,False
139,5,Nursing (Master),Nursing;Artificial Intelligence;Film,Master,online,31812,2,True
140,5,Data Science (Diploma),Architecture;Data Science;Sustainable Design,Diploma,oncampus,23622,3;7,False
141,5,Cybersecurity (Bachelor),Data Science;Nursing,Bachelor,online,37062,2;10,False
142,5,Psychology (PhD),Computer Science;Psychology;Finance,PhD,online,53873,3;7,False
143,5,Cybersecurity (Diploma),Ecology;Marketing;Cybersecurity,Diploma,oncampus,23966,2;7,False
144,5,Psychology (Master),Computer Science;Psychology;Information Technology,Master,oncampus,28846,7;10,True
145,5,Design (Bachelor),Psychology;Design;Cybersecurity,Bachelor,hybrid,39721,7,False
146,5,Artificial Intelligence (Bachelor),Architecture;Accounting;Artificial Intelligence,Bachelor,oncampus,32233,7,False
147,5,Ecology (Bachelor),Ecology;Marketing;Artificial Intelligence,Bachelor,hybrid,28026,3;7,False
148,5,Ecology (PhD),Ecology;Accounting;Design,PhD,oncampus,32219,3,False
149,5,Design (Diploma),Sustainable Design;Engineering,Diploma,hybrid,19619,7,False
150,5,Design (Bachelor),Engineering;Artificial Intelligence,Bachelor,oncampus,37869,7;10,False
151,5,Information Technology (Bachelor),Sustainable Design;Information Technology;Nursing,Bachelor,oncampus,34567,2;7,False
152,5,Design (Master),Renewable Energy;Artificial Intelligence;Design,Master,oncampus,31391,3;10,False
153,5,Film (Bachelor),Film;Business,Bachelor,hybrid,35444,2,True
154,5,Renewable Energy (Master),Environmental Science;Information Technology;Renewable Energy,Master,oncampus,28077,3;7,False
155,5,Architecture (Master),Film;Architecture;Data Science,Master,oncampus,38535,3;10,False
156,5,Banking (Master),Film;Banking,Master,oncampus,33984,3,False
157,5,Education (Bachelor),Data Science;Education;Environmental Science,Bachelor,oncampus,27248,7;10,True
158,5,Public Health (Master),Public Health;Environmental Science;Data Science,Master,oncampus,29970,2,False
159,5,Education (Bachelor),Finance;Education,Bachelor,hybrid,40889,3,False
160,5,Artificial Intelligence (Bachelor),Artificial Intelligence;Renewable Energy,Bachelor,oncampus,35446,3;7,False
161,5,Psychology (Bachelor),Marketing;Environmental Science;Film,Bachelor,oncampus,28336,7;10,False
162,5,Ecology (Bachelor),Nursing;Ecology,Bachelor,oncampus,37104,7,False
163,5,Engineering (PhD),Data Science;Finance;Education,PhD,online,33228,10,False
164,5,Marketing (Master),Marketing;Business,Master,oncampus,31756,7,False
165,5,International Law (PhD),Renewable Energy;International Law,PhD,online,35779,3;7,False
166,5,Renewable Energy (Diploma),Accounting;Architecture,Diploma,hybrid,24166,2;10,False
167,5,Psychology (Bachelor),Psychology;Psychology,Bachelor,oncampus,37197,2,False
168,5,Environmental Science (Master),Nursing;Information Technology;Environmental Science,Master,online,32451,10,False
169,5,Sustainable Design (Master),Artificial Intelligence;Sustainable Design,Master,oncampus,47561,2;10,True
170,6,Nursing (Bachelor),Accounting;Information Technology;Cybersecurity,Bachelor,oncampus,37725,10,False
171,6,Film (Bachelor),Design;Renewable Energy;Film,Bachelor,oncampus,29476,2;7,False
172,6,Education (Bachelor),Education;Marketing,Bachelor,hybrid,27854,2;7,False
173,6,International Law (Bachelor),Computer Science;Renewable Energy,Bachelor,oncampus,35524,3;10,False
174,6,Banking (Master),Banking;Artificial Intelligence,Master,online,44920,2;7,False
175,6,Information Technology (Bachelor),Marketing;Design;Public Health,Bachelor,online,34609,3,True
176,6,Artificial Intelligence (Master),Sustainable Design;Artificial Intelligence;Information Technology,Master,hybrid,40312,3;7,True
177,6,Renewable Energy (Bachelor),Renewable Energy;Engineering;Banking,Bachelor,oncampus,30380,2;7,False
178,6,Public Health (Bachelor),Psychology;Education,Bachelor,oncampus,30944,3;10,False
179,6,Environmental Science (Bachelor),Artificial Intelligence;Environmental Science,Bachelor,oncampus,35916,3;7,True
180,6,Nursing (Bachelor),Public Health;Artificial Intelligence;Data Science,Bachelor,online,34058,10,False
181,6,Marketing (Master),Sustainable Design;Information Technology;Education,Master,oncampus,35311,2,False
182,6,Artificial Intelligence (Master),Psychology;Artificial Intelligence;Education,Master,hybrid,33232,10,True
183,6,Information Technology (Diploma),Design;Accounting,Diploma,hybrid,24016,2;7,True
184,6,Business (Master),Education;Sustainable Design;Artificial Intelligence,Master,oncampus,42422,2;7,False
185,6,Cybersecurity (Diploma),Renewable Energy;Engineering;Cybersecurity,Diploma,oncampus,18832,7,False
186,6,Environmental Science (Bachelor),Environmental Science;Environmental Science,Bachelor,oncampus,33221,2,False
187,6,Sustainable Design (Bachelor),Sustainable Design;Artificial Intelligence;Environmental Science,Bachelor,online,39575,3;7,False
188,6,Marketing (Master),Design;Marketing,Master,oncampus,48931,2;3,True
189,6,Accounting (Master),Education;Computer Science;Accounting,Master,online,42289,2,False
190,6,Artificial Intelligence (Bachelor),Engineering;Environmental Science;Artificial Intelligence,Bachelor,oncampus,29695,7,False
191,6,Design (Diploma),Data Science;Design,Diploma,hybrid,26705,2;3,False
192,6,Architecture (Bachelor),Information Technology;Renewable Energy,Bachelor,oncampus,37382,7,False
193,6,Environmental Science (Bachelor),Nursing;Environmental Science;Renewable Energy,Bachelor,oncampus,31986,7;10,True
194,6,International Law (Diploma),Design;International Law;Law,Diploma,hybrid,20679,2,False
195,6,Computer Science (Diploma),Design;Law,Diploma,oncampus,20573,2,True
196,6,Engineering (Master),Nursing;International Law;Engineering,Master,hybrid,46925,3;10,False
197,6,Sustainable Design (Diploma),Sustainable Design;Information Technology,Diploma,oncampus,26996,7;10,True
198,6,Business (Bachelor),Public Health;Environmental Science,Bachelor,oncampus,41512,7,True
199,6,Renewable Energy (Bachelor),Renewable Energy;Public Health,Bachelor,oncampus,33992,2;3,True
200,6,Information Technology (Bachelor),Psychology;Information Technology;Architecture,Bachelor,hybrid,41156,7,False
201,6,Finance (Master),Sustainable Design;Engineering;Renewable Energy,Master,oncampus,48609,10,True
202,6,Renewable Energy (Bachelor),Finance;Renewable Energy,Bachelor,oncampus,37555,10,False
203,6,Film (Master),Data Science;Engineering;Film,Master,hybrid,39046,10,False
204,6,Business (Master),Education;Business,Master,oncampus,50596,3;10,True
205,6,International Law (Bachelor),Renewable Energy;Sustainable Design;International Law,Bachelor,oncampus,41603,2,False
206,6,Psychology (Bachelor),Public Health;Psychology,Bachelor,online,40536,10,True
207,6,Renewable Energy (Diploma),Business;Information Technology,Diploma,oncampus,23136,3;7,False
208,7,Renewable Energy (Diploma),Marketing;Public Health;Film,Diploma,oncampus,25970,10,True
209,7,Environmental Science (Bachelor),Computer Science;Education,Bachelor,oncampus,32667,10,True
210,7,Law (Bachelor),Law;Environmental Science;Ecology,Bachelor,oncampus,29640,3;7,False
211,7,Information Technology (Bachelor),Design;Information Technology;Renewable Energy,Bachelor,oncampus,37344,2;10,False
212,7,Computer Science (Bachelor),Architecture;Environmental Science,Bachelor,oncampus,39400,7;10,True
213,7,Ecology (Diploma),Renewable Energy;Finance,Diploma,oncampus,26238,10,False
214,7,Public Health (PhD),International Law;Public Health,PhD,online,42045,7,False
215,7,Film (Bachelor),Banking;Film;Accounting,Bachelor,online,27521,3,False
216,7,Environmental Science (Master),Engineering;Public Health;Environmental Science,Master,oncampus,32497,10,True
217,7,Psychology (Master),Nursing;Information Technology;Psychology,Master,oncampus,51522,10,True
218,7,Design (Bachelor),Finance;International Law;Engineering,Bachelor,oncampus,41321,3,False
219,7,Accounting (Diploma),Renewable Energy;Accounting,Diploma,oncampus,24640,7,False
220,7,Environmental Science (Bachelor),Data Science;Computer Science;Business,Bachelor,oncampus,39737,3,False
221,7,Nursing (Bachelor),Design;Information Technology,Bachelor,online,36653,2;10,False
222,7,Architecture (Master),Psychology;Architecture;Marketing,Master,hybrid,35206,2,False
223,7,Nursing (Bachelor),Nursing;Public Health;Cybersecurity,Bachelor,hybrid,39035,3;7,False
224,7,Sustainable Design (Bachelor),Marketing;Public Health,Bachelor,oncampus,33069,2;3,False
225,7,Ecology (Bachelor),Nursing;Ecology;Data Science,Bachelor,hybrid,28050,2;7,False
226,7,Psychology (Master),Business;Psychology;Engineering,Master,oncampus,48772,3,False
227,7,Sustainable Design (Master),Sustainable Design;Public Health;Nursing,Master,online,43152,2;7,True
228,7,Cybersecurity (Bachelor),Psychology;Data Science;Cybersecurity,Bachelor,online,36300,3;7,False
229,7,Film (Bachelor),Engineering;Business;Sustainable Design,Bachelor,online,39613,3,False
230,7,Accounting (Master),Renewable Energy;Artificial Intelligence;Film,Master,oncampus,44220,2,False
231,7,Information Technology (Master),Renewable Energy;Information Technology;Law,Master,hybrid,35274,10,True
232,7,Cybersecurity (Master),Cybersecurity;Law,Master,oncampus,48229,2;3,False
233,7,Business (Bachelor),Information Technology;Law,Bachelor,hybrid,39832,2,True
234,8,Psychology (Bachelor),Psychology;Finance,Bachelor,oncampus,36301,2;7,False
235,8,Information Technology (PhD),Engineering;Artificial Intelligence,PhD,oncampus,40222,3,False
236,8,Design (PhD),Education;Design;Architecture,PhD,oncampus,48024,3,True
237,8,Design (Master),International Law;Marketing;Design,Master,online,51265,3,False
238,8,Computer Science (Master),Data Science;Sustainable Design;Nursing,Master,hybrid,35291,3;10,False
239,8,Education (Bachelor),Education;Ecology;Finance,Bachelor,online,39913,2;10,False
240,8,Finance (Diploma),Finance;Sustainable Design;Information Technology,Diploma,oncampus,22036,3,False
241,8,International Law (Bachelor),Business;International Law;Information Technology,Bachelor,oncampus,28162,2;7,False
242,8,Nursing (Master),Accounting;Data Science;Renewable Energy,Master,oncampus,48695,3;7,True
243,8,Data Science (Bachelor),Education;Information Technology,Bachelor,oncampus,32924,10,False
244,8,Architecture (Diploma),International Law;Architecture,Diploma,hybrid,22286,7,False
245,8,Environmental Science (Diploma),International Law;Sustainable Design,Diploma,oncampus,27017,3;10,True
246,8,Accounting (Bachelor),Artificial Intelligence;Public Health,Bachelor,oncampus,37700,2;3,False
247,8,Banking (Bachelor),Film;Information Technology;Banking,Bachelor,oncampus,36204,7,False
248,8,Nursing (PhD),Nursing;Finance;Computer Science,PhD,hybrid,37009,3;10,False
249,8,Accounting (Bachelor),Psychology;Nursing,Bachelor,oncampus,31445,3;10,False
250,8,Cybersecurity (Master),Ecology;Public Health;Engineering,Master,oncampus,30382,3;7,True
251,8,Business (Diploma),Ecology;International Law;Business,Diploma,oncampus,19265,3;10,False
252,8,Law (Master),International Law;Engineering,Master,online,48953,7;10,False
253,8,Design (Master),Marketing;Design,Master,oncampus,49195,10,False
254,8,Marketing (PhD),Marketing;Information Technology,PhD,hybrid,37813,2,False
255,8,Computer Science (Bachelor),Design;Computer Science,Bachelor,oncampus,39025,10,False
256,9,Education (Diploma),Film;Data Science;Design,Diploma,oncampus,27078,2;10,True
257,9,Computer Science (Bachelor),Computer Science;International Law,Bachelor,hybrid,29093,10,False
258,9,Marketing (Diploma),Cybersecurity;Marketing,Diploma,online,18988,7,False
259,9,Education (Bachelor),Education;Psychology;Education,Bachelor,hybrid,40264,3;10,False
260,9,Data Science (Master),Data Science;Artificial Intelligence;Design,Master,oncampus,47440,2;10,False
261,9,Design (Diploma),Engineering;Artificial Intelligence;Marketing,Diploma,oncampus,24635,2;7,True
262,9,Information Technology (Bachelor),Law;Information Technology,Bachelor,hybrid,29380,7;10,False
263,9,Law (Master),Marketing;Public Health,Master,oncampus,45343,2;10,False
264,9,Nursing (Bachelor),Law;Accounting;Nursing,Bachelor,online,41251,2;7,False
265,9,Ecology (PhD),Information Technology;Ecology;Architecture,PhD,online,35797,10,True
266,9,Public Health (Diploma),Banking;Engineering;Sustainable Design,Diploma,oncampus,23109,2;10,False
267,9,Film (Bachelor),Film;Accounting;Artificial Intelligence,Bachelor,oncampus,36960,3;7,False
268,9,Psychology (Bachelor),Artificial Intelligence;Cybersecurity,Bachelor,oncampus,35759,7,False
269,9,Cybersecurity (Diploma),Sustainable Design;Cybersecurity,Diploma,oncampus,21496,7;10,True
270,9,Artificial Intelligence (Bachelor),Psychology;Public Health,Bachelor,oncampus,37128,2;7,False
271,9,International Law (PhD),Accounting;Law;Renewable Energy,PhD,oncampus,52431,3;7,True
272,9,Banking (Bachelor),Marketing;Artificial Intelligence;Architecture,Bachelor,oncampus,37040,2,False
273,9,Education (Bachelor),Design;Ecology;Education,Bachelor,oncampus,26917,3,True
274,9,Nursing (Diploma),Film;Psychology,Diploma,oncampus,21041,10,False
275,9,Design (PhD),Business;Public Health,PhD,oncampus,49528,10,False
276,9,Public Health (Bachelor),Environmental Science;Engineering;Design,Bachelor,oncampus,31383,3;10,False
277,9,Cybersecurity (PhD),Finance;Law;Cybersecurity,PhD,hybrid,43395,7;10,False
278,9,Finance (Bachelor),Artificial Intelligence;Environmental Science,Bachelor,oncampus,34601,7,True
279,9,Accounting (Bachelor),Architecture;Accounting;Business,Bachelor,hybrid,39258,10,False
280,9,Law (Bachelor),Law;Renewable Energy;Architecture,Bachelor,oncampus,39612,3;7,False
281,9,Data Science (Bachelor),Information Technology;Design;Film,Bachelor,oncampus,30790,2;3,False
282,9,Accounting (Bachelor),Renewable Energy;Law,Bachelor,oncampus,30644,10,False
283,9,Data Science (Bachelor),Data Science;Renewable Energy;Education,Bachelor,oncampus,38322,2,True
284,9,Cybersecurity (Master),Business;Ecology,Master,oncampus,35005,3;7,False
285,9,Engineering (Bachelor),Ecology;Cybersecurity;Engineering,Bachelor,oncampus,41140,2;10,True
286,9,Public Health (Master),Data Science;Marketing;Public Health,Master,oncampus,32703,7,False
287,9,International Law (Bachelor),Sustainable Design;International Law,Bachelor,online,37171,10,True
288,9,Psychology (Diploma),Sustainable Design;Film;Psychology,Diploma,online,22732,3;10,False
289,9,Environmental Science (Master),Artificial Intelligence;Cybersecurity;Law,Master,oncampus,47975,2,False
290,10,Banking (Master),Renewable Energy;Design,Master,oncampus,28374,10,True
291,10,Law (Diploma),Education;Sustainable Design,Diploma,online,19646,7;10,False
292,10,Law (Diploma),Business;Cybersecurity,Diploma,oncampus,21216,7,False
293,10,Environmental Science (Diploma),Psychology;Architecture;Film,Diploma,oncampus,25062,10,False
294,10,Design (Bachelor),Design;International Law,Bachelor,oncampus,31897,3,False
295,10,Public Health (Master),Public Health;Film,Master,oncampus,51499,7;10,False
296,10,Renewable Energy (Master),Engineering;Data Science,Master,hybrid,31178,10,False
297,10,Marketing (Diploma),Marketing;Computer Science,Diploma,oncampus,21568,7,False
298,10,Marketing (Master),Marketing;Ecology;Engineering,Master,oncampus,29939,7;10,True
299,10,Information Technology (Master),Finance;Information Technology,Master,online,28281,3,False
300,10,Nursing (Master),Sustainable Design;Nursing;Information Technology,Master,hybrid,37200,2;10,False
301,10,Finance (Master),Education;Finance;Environmental Science,Master,online,33370,2;3,False
302,10,Law (Bachelor),Banking;International Law,Bachelor,hybrid,41398,7,False
303,10,Nursing (Bachelor),Renewable Energy;Cybersecurity;Nursing,Bachelor,hybrid,39605,3;7,False
304,10,Business (Bachelor),Accounting;Environmental Science;Business,Bachelor,oncampus,36985,7;10,True
305,10,Architecture (Bachelor),Design;Psychology;Artificial Intelligence,Bachelor,oncampus,35991,10,False
306,10,Public Health (Bachelor),Artificial Intelligence;Public Health,Bachelor,online,38065,2;10,False
307,10,Architecture (Master),Banking;Engineering;Architecture,Master,oncampus,43504,10,False
308,10,Public Health (Master),Design;Public Health;Cybersecurity,Master,hybrid,32440,3,False
309,10,Sustainable Design (Bachelor),Architecture;Finance;Environmental Science,Bachelor,oncampus,35519,2;7,True
310,10,Design (Bachelor),Artificial Intelligence;Design,Bachelor,oncampus,34133,7,False
311,10,Ecology (Master),Ecology;Architecture,Master,oncampus,48212,3,False
