program_id,institution_id,name,field_tags,degree_level,mode,tuition_aud_per_year,intakes,is_migration_aligned
115,4,Education,Education;Psychology,Diploma,oncampus,19077,7,False
116,4,Law,Design;Cybersecurity,Bachelor,oncampus,29374,7,False
117,4,Film,Design;Sustainable Design;Artificial Intelligence,Bachelor,oncampus,36342,2;10,False
118,4,Nursing,Cybersecurity;International Law;Accounting,PhD,oncampus,40209,10,False
119,4,Law,Law;Business;Architecture,Master,hybrid,32637,7,False
120,4,Information Technology,Sustainable Design;Information Technology,Master,hybrid,44521,7;10,False
121,4,Design,Design;Psychology,Bachelor,oncampus,37223,3;7,False
122,4,Design,Computer Science;Design,Bachelor,online,38330,3,True
123,4,Artificial Intelligence,International Law;Artificial Intelligence;Law,Master,online,34238,2;3,False
124,4,Business,Business;Banking,PhD,hybrid,33266,3,False
125,4,Computer Science,Computer Science;Public Health,Bachelor,oncampus,37314,3;7,True
126,4,Architecture,Engineering;Ecology,Bachelor,oncampus,32677,2,False
127,4,Sustainable Design,Information Technology;Film;Sustainable Design,Bachelor,oncampus,37309,3;10,False
128,4,Architecture,Architecture;Sustainable Design,Master,oncampus,38488,2;3,True
129,4,Business,Law;Design,Bachelor,hybrid,38394,7,True
130,4,Sustainable Design,Sustainable Design;Cybersecurity;Environmental Science,Bachelor,oncampus,31811,3;10,True
131,4,Public Health,Public Health;Psychology,Master,oncampus,39479,3;7,True
132,5,Business,Business;Artificial Intelligence;Engineering,Master,hybrid,46030,2,False
133,5,Law,Law;International Law,PhD,oncampus,53333,10,True
134,5,Ecology,Ecology;Film;Education,Diploma,oncampus,26152,10,False
135,5,Accounting,International Law;Cybersecurity,Master,oncampus,44509,10,False
136,5,International Law,International Law;Data Science,PhD,hybrid,38258,7,False
137,5,Computer Science,Nursing;Computer Science;Public Health,Bachelor,hybrid,30206,2;10,False
138,5,Business,Computer Science;Ecology;Artificial Intelligence,Master,oncampus,30472,3;10,False
139,5,Nursing,Nursing;Artificial Intelligence;Film,Master,online,31812,2,True
140,5,Data Science,Architecture;Data Science;Sustainable Design,Diploma,oncampus,23622,3;7,False
141,5,Cybersecurity,Data Science;Nursing,Bachelor,online,37062,2;10,False
142,5,Psychology,Computer Science;Psychology;Finance,PhD,online,53873,3;7,False
143,5,Cybersecurity,Ecology;Marketing;Cybersecurity,Diploma,oncampus,23966,2;7,False
144,5,Psychology,Computer Science;Psychology;Information Technology,Master,oncampus,28846,7;10,True
145,5,Design,Psychology;Design;Cybersecurity,Bachelor,hybrid,39721,7,False
146,5,Artificial Intelligence,Architecture;Accounting;Artificial Intelligence,Bachelor,oncampus,32233,7,False
147,5,Ecology,Ecology;Marketing;Artificial Intelligence,Bachelor,hybrid,28026,3;7,False
148,5,Ecology,Ecology;Accounting;Design,PhD,oncampus,32219,3,False
149,5,Design,Sustainable Design;Engineering,Diploma,hybrid,19619,7,False
150,5,Design,Engineering;Artificial Intelligence,Bachelor,oncampus,37869,7;10,False
151,5,Information Technology,Sustainable Design;Information Technology;Nursing,Bachelor,oncampus,34567,2;7,False
152,5,Design,Renewable Energy;Artificial Intelligence;Design,Master,oncampus,31391,3;10,False
153,5,Film,Film;Business,Bachelor,hybrid,35444,2,True
154,5,Renewable Energy,Environmental Science;Information Technology;Renewable Energy,Master,oncampus,28077,3;7,False
155,5,Architecture,Film;Architecture;Data Science,Master,oncampus,38535,3;10,False
156,5,Banking,Film;Banking,Master,oncampus,33984,3,False
157,5,Education,Data Science;Education;Environmental Science,Bachelor,oncampus,27248,7;10,True
158,5,Public Health,Public Health;Environmental Science;Data Science,Master,oncampus,29970,2,False
159,5,Education,Finance;Education,Bachelor,hybrid,40889,3,False
160,5,Artificial Intelligence,Artificial Intelligence;Renewable Energy,Bachelor,oncampus,35446,3;7,False
161,5,Psychology,Marketing;Environmental Science;Film,Bachelor,oncampus,28336,7;10,False
162,5,Ecology,Nursing;Ecology,Bachelor,oncampus,37104,7,False
163,5,Engineering,Data Science;Finance;Education,PhD,online,33228,10,False
164,5,Marketing,Marketing;Business,Master,oncampus,31756,7,False
165,5,International Law,Renewable Energy;International Law,PhD,online,35779,3;7,False
166,5,Renewable Energy,Accounting;Architecture,Diploma,hybrid,24166,2;10,False
167,5,Psychology,Psychology;Psychology,Bachelor,oncampus,37197,2,False
168,5,Environmental Science,Nursing;Information Technology;Environmental Science,Master,online,32451,10,False
169,5,Sustainable Design,Artificial Intelligence;Sustainable Design,Master,oncampus,47561,2;10,True
170,6,Nursing,Accounting;Information Technology;Cybersecurity,Bachelor,oncampus,37725,10,False
171,6,Film,Design;Renewable Energy;Film,Bachelor,oncampus,29476,2;7,False
172,6,Education,Education;Marketing,Bachelor,hybrid,27854,2;7,False
173,6,International Law,Computer Science;Renewable Energy,Bachelor,oncampus,35524,3;10,False
174,6,Banking,Banking;Artificial Intelligence,Master,online,44920,2;7,False
175,6,Information Technology,Marketing;Design;Public Health,Bachelor,online,34609,3,True
176,6,Artificial Intelligence,Sustainable Design;Artificial Intelligence;Information Technology,Master,hybrid,40312,3;7,True
177,6,Renewable Energy,Renewable Energy;Engineering;Banking,Bachelor,oncampus,30380,2;7,False
178,6,Public Health,Psychology;Education,Bachelor,oncampus,30944,3;10,False
179,6,Environmental Science,Artificial Intelligence;Environmental Science,Bachelor,oncampus,35916,3;7,True
180,6,Nursing,Public Health;Artificial Intelligence;Data Science,Bachelor,online,34058,10,False
181,6,Marketing,Sustainable Design;Information Technology;Education,Master,oncampus,35311,2,False
182,6,Artificial Intelligence,Psychology;Artificial Intelligence;Education,Master,hybrid,33232,10,True
183,6,Information Technology,Design;Accounting,Diploma,hybrid,24016,2;7,True
184,6,Business,Education;Sustainable Design;Artificial Intelligence,Master,oncampus,42422,2;7,False
185,6,Cybersecurity,Renewable Energy;Engineering;Cybersecurity,Diploma,oncampus,18832,7,False
186,6,Environmental Science,Environmental Science;Environmental Science,Bachelor,oncampus,33221,2,False
187,6,Sustainable Design,Sustainable Design;Artificial Intelligence;Environmental Science,Bachelor,online,39575,3;7,False
188,6,Marketing,Design;Marketing,Master,oncampus,48931,2;3,True
189,6,Accounting,Education;Computer Science;Accounting,Master,online,42289,2,False
190,6,Artificial Intelligence,Engineering;Environmental Science;Artificial Intelligence,Bachelor,oncampus,29695,7,False
191,6,Design,Data Science;Design,Diploma,hybrid,26705,2;3,False
192,6,Architecture,Information Technology;Renewable Energy,Bachelor,oncampus,37382,7,False
193,6,Environmental Science,Nursing;Environmental Science;Renewable Energy,Bachelor,oncampus,31986,7;10,True
194,6,International Law,Design;International Law;Law,Diploma,hybrid,20679,2,False
195,6,Computer Science,Design;Law,Diploma,oncampus,20573,2,True
196,6,Engineering,Nursing;International Law;Engineering,Master,hybrid,46925,3;10,False
197,6,Sustainable Design,Sustainable Design;Information Technology,Diploma,oncampus,26996,7;10,True
198,6,Business,Public Health;Environmental Science,Bachelor,oncampus,41512,7,True
199,6,Renewable Energy,Renewable Energy;Public Health,Bachelor,oncampus,33992,2;3,True
200,6,Information Technology,Psychology;Information Technology;Architecture,Bachelor,hybrid,41156,7,False
201,6,Finance,Sustainable Design;Engineering;Renewable Energy,Master,oncampus,48609,10,True
202,6,Renewable Energy,Finance;Renewable Energy,Bachelor,oncampus,37555,10,False
203,6,Film,Data Science;Engineering;Film,Master,hybrid,39046,10,False
204,6,Business,Education;Business,Master,oncampus,50596,3;10,True
205,6,International Law,Renewable Energy;Sustainable Design;International Law,Bachelor,oncampus,41603,2,False
206,6,Psychology,Public Health;Psychology,Bachelor,online,40536,10,True
207,6,Renewable Energy,Business;Information Technology,Diploma,oncampus,23136,3;7,False
208,7,Renewable Energy,Marketing;Public Health;Film,Diploma,oncampus,25970,10,True
209,7,Environmental Science,Computer Science;Education,Bachelor,oncampus,32667,10,True
210,7,Law,Law;Environmental Science;Ecology,Bachelor,oncampus,29640,3;7,False
211,7,Information Technology,Design;Information Technology;Renewable Energy,Bachelor,oncampus,37344,2;10,False
212,7,Computer Science,Architecture;Environmental Science,Bachelor,oncampus,39400,7;10,True
213,7,Ecology,Renewable Energy;Finance,Diploma,oncampus,26238,10,False
214,7,Public Health,International Law;Public Health,PhD,online,42045,7,False
215,7,Film,Banking;Film;Accounting,Bachelor,online,27521,3,False
216,7,Environmental Science,Engineering;Public Health;Environmental Science,Master,oncampus,32497,10,True
217,7,Psychology,Nursing;Information Technology;Psychology,Master,oncampus,51522,10,True
218,7,Design,Finance;International Law;Engineering,Bachelor,oncampus,41321,3,False
219,7,Accounting,Renewable Energy;Accounting,Diploma,oncampus,24640,7,False
220,7,Environmental Science,Data Science;Computer Science;Business,Bachelor,oncampus,39737,3,False
221,7,Nursing,Design;Information Technology,Bachelor,online,36653,2;10,False
222,7,Architecture,Psychology;Architecture;Marketing,Master,hybrid,35206,2,False
223,7,Nursing,Nursing;Public Health;Cybersecurity,Bachelor,hybrid,39035,3;7,False
224,7,Sustainable Design,Marketing;Public Health,Bachelor,oncampus,33069,2;3,False
225,7,Ecology,Nursing;Ecology;Data Science,Bachelor,hybrid,28050,2;7,False
226,7,Psychology,Business;Psychology;Engineering,Master,oncampus,48772,3,False
227,7,Sustainable Design,Sustainable Design;Public Health;Nursing,Master,online,43152,2;7,True
228,7,Cybersecurity,Psychology;Data Science;Cybersecurity,Bachelor,online,36300,3;7,False
229,7,Film,Engineering;Business;Sustainable Design,Bachelor,online,39613,3,False
230,7,Accounting,Renewable Energy;Artificial Intelligence;Film,Master,oncampus,44220,2,False
231,7,Information Technology,Renewable Energy;Information Technology;Law,Master,hybrid,35274,10,True
232,7,Cybersecurity,Cybersecurity;Law,Master,oncampus,48229,2;3,False
233,7,Business,Information Technology;Law,Bachelor,hybrid,39832,2,True
234,8,Psychology,Psychology;Finance,Bachelor,oncampus,36301,2;7,False
235,8,Information Technology,Engineering;Artificial Intelligence,PhD,oncampus,40222,3,False
236,8,Design,Education;Design;Architecture,PhD,oncampus,48024,3,True
237,8,Design,International Law;Marketing;Design,Master,online,51265,3,False
238,8,Computer Science,Data Science;Sustainable Design;Nursing,Master,hybrid,35291,3;10,False
239,8,Education,Education;Ecology;Finance,Bachelor,online,39913,2;10,False
240,8,Finance,Finance;Sustainable Design;Information Technology,Diploma,oncampus,22036,3,False
241,8,International Law,Business;International Law;Information Technology,Bachelor,oncampus,28162,2;7,False
242,8,Nursing,Accounting;Data Science;Renewable Energy,Master,oncampus,48695,3;7,True
243,8,Data Science,Education;Information Technology,Bachelor,oncampus,32924,10,False
244,8,Architecture,International Law;Architecture,Diploma,hybrid,22286,7,False
245,8,Environmental Science,International Law;Sustainable Design,Diploma,oncampus,27017,3;10,True
246,8,Accounting,Artificial Intelligence;Public Health,Bachelor,oncampus,37700,2;3,False
247,8,Banking,Film;Information Technology;Banking,Bachelor,oncampus,36204,7,False
248,8,Nursing,Nursing;Finance;Computer Science,PhD,hybrid,37009,3;10,False
249,8,Accounting,Psychology;Nursing,Bachelor,oncampus,31445,3;10,False
250,8,Cybersecurity,Ecology;Public Health;Engineering,Master,oncampus,30382,3;7,True
251,8,Business,Ecology;International Law;Business,Diploma,oncampus,19265,3;10,False
252,8,Law,International Law;Engineering,Master,online,48953,7;10,False
253,8,Design,Marketing;Design,Master,oncampus,49195,10,False
254,8,Marketing,Marketing;Information Technology,PhD,hybrid,37813,2,False
255,8,Computer Science,Design;Computer Science,Bachelor,oncampus,39025,10,False
256,9,Education,Film;Data Science;Design,Diploma,oncampus,27078,2;10,True
257,9,Computer Science,Computer Science;International Law,Bachelor,hybrid,29093,10,False
258,9,Marketing,Cybersecurity;Marketing,Diploma,online,18988,7,False
259,9,Education,Education;Psychology;Education,Bachelor,hybrid,40264,3;10,False
260,9,Data Science,Data Science;Artificial Intelligence;Design,Master,oncampus,47440,2;10,False
261,9,Design,Engineering;Artificial Intelligence;Marketing,Diploma,oncampus,24635,2;7,True
262,9,Information Technology,Law;Information Technology,Bachelor,hybrid,29380,7;10,False
263,9,Law,Marketing;Public Health,Master,oncampus,45343,2;10,False
264,9,Nursing,Law;Accounting;Nursing,Bachelor,online,41251,2;7,False
265,9,Ecology,Information Technology;Ecology;Architecture,PhD,online,35797,10,True
266,9,Public Health,Banking;Engineering;Sustainable Design,Diploma,oncampus,23109,2;10,False
267,9,Film,Film;Accounting;Artificial Intelligence,Bachelor,oncampus,36960,3;7,False
268,9,Psychology,Artificial Intelligence;Cybersecurity,Bachelor,oncampus,35759,7,False
269,9,Cybersecurity,Sustainable Design;Cybersecurity,Diploma,oncampus,21496,7;10,True
270,9,Artificial Intelligence,Psychology;Public Health,Bachelor,oncampus,37128,2;7,False
271,9,International Law,Accounting;Law;Renewable Energy,PhD,oncampus,52431,3;7,True
272,9,Banking,Marketing;Artificial Intelligence;Architecture,Bachelor,oncampus,37040,2,False
273,9,Education,Design;Ecology;Education,Bachelor,oncampus,26917,3,True
274,9,Nursing,Film;Psychology,Diploma,oncampus,21041,10,False
275,9,Design,Business;Public Health,PhD,oncampus,49528,10,False
276,9,Public Health,Environmental Science;Engineering;Design,Bachelor,oncampus,31383,3;10,False
277,9,Cybersecurity,Finance;Law;Cybersecurity,PhD,hybrid,43395,7;10,False
278,9,Finance,Artificial Intelligence;Environmental Science,Bachelor,oncampus,34601,7,True
279,9,Accounting,Architecture;Accounting;Business,Bachelor,hybrid,39258,10,False
280,9,Law,Law;Renewable Energy;Architecture,Bachelor,oncampus,39612,3;7,False
281,9,Data Science,Information Technology;Design;Film,Bachelor,oncampus,30790,2;3,False
282,9,Accounting,Renewable Energy;Law,Bachelor,oncampus,30644,10,False
283,9,Data Science,Data Science;Renewable Energy;Education,Bachelor,oncampus,38322,2,True
284,9,Cybersecurity,Business;Ecology,Master,oncampus,35005,3;7,False
285,9,Engineering,Ecology;Cybersecurity;Engineering,Bachelor,oncampus,41140,2;10,True
286,9,Public Health,Data Science;Marketing;Public Health,Master,oncampus,32703,7,False
287,9,International Law,Sustainable Design;International Law,Bachelor,online,37171,10,True
288,9,Psychology,Sustainable Design;Film;Psychology,Diploma,online,22732,3;10,False
289,9,Environmental Science,Artificial Intelligence;Cybersecurity;Law,Master,oncampus,47975,2,False
290,10,Banking,Renewable Energy;Design,Master,oncampus,28374,10,True
291,10,Law,Education;Sustainable Design,Diploma,online,19646,7;10,False
292,10,Law,Business;Cybersecurity,Diploma,oncampus,21216,7,False
293,10,Environmental Science,Psychology;Architecture;Film,Diploma,oncampus,25062,10,False
294,10,Design,Design;International Law,Bachelor,oncampus,31897,3,False
295,10,Public Health,Public Health;Film,Master,oncampus,51499,7;10,False
296,10,Renewable Energy,Engineering;Data Science,Master,hybrid,31178,10,False
297,10,Marketing,Marketing;Computer Science,Diploma,oncampus,21568,7,False
298,10,Marketing,Marketing;Ecology;Engineering,Master,oncampus,29939,7;10,True
299,10,Information Technology,Finance;Information Technology,Master,online,28281,3,False
300,10,Nursing,Sustainable Design;Nursing;Information Technology,Master,hybrid,37200,2;10,False
301,10,Finance,Education;Finance;Environmental Science,Master,online,33370,2;3,False
302,10,Law,Banking;International Law,Bachelor,hybrid,41398,7,False
303,10,Nursing,Renewable Energy;Cybersecurity;Nursing,Bachelor,hybrid,39605,3;7,False
304,10,Business,Accounting;Environmental Science;Business,Bachelor,oncampus,36985,7;10,True
305,10,Architecture,Design;Psychology;Artificial Intelligence,Bachelor,oncampus,35991,10,False
306,10,Public Health,Artificial Intelligence;Public Health,Bachelor,online,38065,2;10,False
307,10,Architecture,Banking;Engineering;Architecture,Master,oncampus,43504,10,False
308,10,Public Health,Design;Public Health;Cybersecurity,Master,hybrid,32440,3,False
309,10,Sustainable Design,Architecture;Finance;Environmental Science,Bachelor,oncampus,35519,2;7,True
310,10,Design,Artificial Intelligence;Design,Bachelor,oncampus,34133,7,False
311,10,Ecology,Ecology;Architecture,Master,oncampus,48212,3,False
312,10,Engineering,Renewable Energy;Engineering;Accounting,Diploma,online,21173,2;3,False
313,10,Environmental Science,Environmental Science;Accounting,Diploma,hybrid,19000,2;3,True
314,10,Education,Business;Education,Master,oncampus,47156,2;7,False
315,10,Design,Education;Finance,Bachelor,online,35108,10,False
316,10,Finance,Law;Cybersecurity;Business,Diploma,oncampus,26927,3,False
317,10,Accounting,Accounting;International Law,Bachelor,oncampus,37081,7,False
318,10,Finance,Ecology;Renewable Energy,Bachelor,online,39761,3;10,True
319,10,Psychology,Psychology;Design,Diploma,hybrid,22399,2,False
320,10,Education,Law;Business,PhD,oncampus,36570,3,True
321,10,Engineering,Engineering;Law,PhD,oncampus,36542,2;10,False
322,10,Psychology,Renewable Energy;Design;Environmental Science,Bachelor,oncampus,38757,3,False
323,11,Banking,Artificial Intelligence;Renewable Energy,Diploma,oncampus,21610,2;3,False
324,11,Environmental Science,Artificial Intelligence;Environmental Science,Bachelor,oncampus,41005,2,False
325,11,Nursing,Nursing;Marketing;Ecology,Master,online,29286,3;10,False
326,11,Education,Banking;Education;Ecology,Bachelor,online,33102,2,True
327,11,Computer Science,Computer Science;Architecture,Bachelor,online,31203,2;3,False
328,11,Sustainable Design,Information Technology;Law,Bachelor,oncampus,35900,2,False
329,11,Law,Law;Ecology,Master,hybrid,37435,2,False
330,11,Accounting,Education;Accounting,Diploma,oncampus,23752,2;10,True
331,11,Public Health,Public Health;Public Health;Ecology,Bachelor,oncampus,38337,2;10,False
332,11,Accounting,Artificial Intelligence;Information Technology;Psychology,Master,oncampus,33010,10,False
333,11,Computer Science,Nursing;Ecology,Bachelor,oncampus,26482,10,False
334,11,Finance,Finance;International Law,Master,oncampus,30852,7;10,True
335,11,Environmental Science,Data Science;Computer Science,Master,online,37160,2,False
336,11,Finance,Finance;Engineering,Bachelor,online,27343,2;10,False
337,11,Accounting,Architecture;Renewable Energy;Accounting,Master,oncampus,50986,3;7,True
338,11,Psychology,Law;Psychology;Architecture,Diploma,oncampus,19241,3;7,True
339,11,Environmental Science,Public Health;Environmental Science,Master,hybrid,44456,3;7,False
340,11,Cybersecurity,Public Health;Cybersecurity;Marketing,Bachelor,hybrid,27804,3,True
341,11,Sustainable Design,Banking;Cybersecurity;Artificial Intelligence,Bachelor,hybrid,40484,2,False
342,11,Finance,Public Health;Artificial Intelligence;Business,Master,oncampus,35426,3;7,False
343,11,Marketing,Psychology;Marketing;International Law,Diploma,oncampus,20817,2;3,True
344,11,Computer Science,Finance;Accounting;Computer Science,Diploma,oncampus,21374,2;7,False
345,11,Computer Science,Finance;Computer Science;Sustainable Design,PhD,oncampus,40123,2;10,False
346,11,Marketing,Psychology;Marketing;Architecture,PhD,online,53154,3;10,False
347,11,Finance,Finance;Sustainable Design;Business,PhD,online,30148,3;10,True
348,11,International Law,Artificial Intelligence;Psychology;International Law,Bachelor,online,30895,3;7,False
349,11,International Law,Education;Environmental Science,Master,online,48109,7,True
